RepRapFirmware height map file v2 generated at 2024-09-06 11:17, min error -0.164, max error 0.028, mean -0.011, deviation 0.028
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,15.00,215.00,30.00,220.00,-1.00,6.80,6.80,30,28
 -0.096,  0.000,  0.007,  0.000,  0.000, -0.012, -0.007, -0.007, -0.007, -0.005, -0.007,  0.000,  0.012,  0.007,  0.007,  0.000,  0.005,  0.007,  0.007,  0.007,  0.007,  0.007,  0.012,  0.007,  0.000, -0.005, -0.007, -0.019, -0.033, -0.058
 -0.115, -0.092, -0.007,  0.000,  0.000, -0.007, -0.012, -0.005, -0.012, -0.012, -0.007, -0.005,  0.007,  0.000,  0.007,  0.007,  0.007,  0.007,  0.014,  0.007,  0.007,  0.007,  0.007,  0.007,  0.007, -0.005, -0.005, -0.012, -0.019, -0.037
 -0.099, -0.012,  0.000,  0.000, -0.007, -0.012, -0.012, -0.012, -0.012, -0.012, -0.012, -0.007,  0.000,  0.000,  0.000,  0.000,  0.000,  0.007,  0.000,  0.000,  0.000,  0.007,  0.007,  0.000,  0.000, -0.005, -0.012, -0.026, -0.037, -0.066
 -0.123, -0.096, -0.012,  0.000,  0.000, -0.005, -0.019, -0.019, -0.019, -0.012, -0.012, -0.007, -0.005,  0.000,  0.007,  0.000,  0.007,  0.007,  0.000,  0.000,  0.000,  0.007,  0.000,  0.000,  0.000, -0.005, -0.005, -0.007, -0.019, -0.044
 -0.106, -0.019, -0.007, -0.012, -0.007, -0.012, -0.012, -0.012, -0.019, -0.012, -0.012, -0.007,  0.000, -0.005,  0.000,  0.007,  0.007,  0.007,  0.000,  0.000,  0.000,  0.000, -0.005, -0.005, -0.005, -0.012, -0.019, -0.033, -0.037, -0.073
 -0.130, -0.104, -0.019,  0.000, -0.007, -0.012, -0.026, -0.019, -0.019, -0.019, -0.019, -0.012, -0.007, -0.005,  0.000,  0.000,  0.007,  0.000,  0.007, -0.007, -0.007,  0.000,  0.000,  0.000, -0.005, -0.012, -0.012, -0.019, -0.026, -0.044
 -0.104, -0.012, -0.005, -0.005, -0.012, -0.012, -0.019, -0.019, -0.019, -0.019, -0.012, -0.012, -0.007, -0.005,  0.000, -0.007,  0.000,  0.000,  0.000,  0.000, -0.005, -0.007, -0.007, -0.007, -0.012, -0.012, -0.019, -0.026, -0.044, -0.077
 -0.123, -0.106, -0.033,  0.000, -0.012, -0.019, -0.026, -0.019, -0.019, -0.019, -0.019, -0.012, -0.012, -0.007, -0.005,  0.000,  0.000,  0.000,  0.000,  0.000, -0.005, -0.005, -0.007, -0.007, -0.012, -0.012, -0.012, -0.019, -0.033, -0.044
 -0.111, -0.019, -0.012, -0.007, -0.019, -0.019, -0.019, -0.026, -0.019, -0.019, -0.019, -0.012, -0.012, -0.007, -0.005,  0.000, -0.007, -0.007,  0.000,  0.000, -0.007,  0.000, -0.005, -0.012, -0.012, -0.012, -0.012, -0.026, -0.044, -0.073
 -0.130, -0.111, -0.033, -0.012, -0.005, -0.012, -0.033, -0.033, -0.033, -0.026, -0.019, -0.019, -0.012, -0.012, -0.007, -0.007,  0.000,  0.000,  0.000, -0.007,  0.000, -0.007, -0.007, -0.007, -0.012, -0.012, -0.019, -0.012, -0.026, -0.058
 -0.115, -0.019, -0.012, -0.019, -0.019, -0.026, -0.033, -0.026, -0.033, -0.026, -0.026, -0.019, -0.019, -0.012, -0.005, -0.007,  0.000,  0.000, -0.005, -0.007, -0.005, -0.007, -0.012, -0.012, -0.007, -0.019, -0.026, -0.026, -0.051, -0.066
 -0.142, -0.115, -0.019, -0.019, -0.026, -0.019, -0.037, -0.037, -0.037, -0.033, -0.026, -0.026, -0.026, -0.019, -0.019, -0.012, -0.005, -0.007, -0.007, -0.007, -0.007, -0.005, -0.007, -0.012, -0.012, -0.012, -0.019, -0.019, -0.019, -0.051
 -0.130, -0.033, -0.019, -0.019, -0.026, -0.037, -0.037, -0.037, -0.037, -0.033, -0.026, -0.019, -0.026, -0.019, -0.012, -0.012, -0.005, -0.005, -0.005, -0.005, -0.007, -0.012, -0.012, -0.012, -0.012, -0.012, -0.019, -0.026, -0.051, -0.073
 -0.164, -0.123, -0.037, -0.044, -0.044, -0.033, -0.051, -0.044, -0.051, -0.044, -0.037, -0.037, -0.037, -0.026, -0.026, -0.019, -0.019, -0.012, -0.012, -0.019, -0.012, -0.012, -0.019, -0.012, -0.026, -0.019, -0.019, -0.026, -0.033, -0.058
 -0.149, -0.051, -0.051, -0.058, -0.066, -0.077, -0.082, -0.077, -0.073, -0.066, -0.066, -0.058, -0.051, -0.051, -0.044, -0.037, -0.044, -0.037, -0.037, -0.037, -0.037, -0.044, -0.044, -0.058, -0.058, -0.051, -0.044, -0.066, -0.073, -0.106
